"FileName","State","Kind","Bytes","Sha256","DistributionReview"
"resourcefullib-forge-1.20.1-2.1.29.jar","active","upstream-or-third-party","432753","b13afb95231d88e1caea5a045967e0fc291b29020b0d26ad39e6f9e9a551fee8","provider-metadata-required"
"rhino-forge-2001.2.3-build.10.jar","active","upstream-or-third-party","1798244","fed2211429301bf043864183cab9ab8e92d4cc4dbb9e488ce6c75217c54584a6","provider-metadata-required"
"Ribbits-1.20.1-Forge-3.0.5.jar.disabled","disabled","upstream-or-third-party","2223589","e04aa665df7e96844fe8833f29cc343feefac8ad7b949399d7b4a60475123e2b","provider-metadata-required"
"ribbits-stub-0.0.0.jar","active","compatibility-stub","5240","9429559ac828f3abe8bf709648604aedd0e81a76f490a1d5d77ad2e247997e98","license-and-authorship-required"
"RoE_Weapons-0.1.7.jar","active","local-or-patched","2232932","54384cec8788b8aa53b280031cdf9722d9c3a89b4cb3d4ae07abb3bc072a170d","license-and-authorship-required"
"saintsdragons-1.20.1-0.6.1-FORGE-ALPHA.jar","active","upstream-or-third-party","9614217","a6e4165144530cdd78b3ebd282589c888608e669580603cb1b18006af3d8dd5b","provider-metadata-required"
"servercore-forge-1.5.2+1.20.1.jar","active","upstream-or-third-party","1506691","bc3027797458946d90bd6559e488d222c772ac15da2bf99e8e09f2297e150ee1","provider-metadata-required"
"ShinyHorses-1.20.1-1.3.jar.disabled","disabled","upstream-or-third-party","955509","fbe38cfd25465a4f32a5e70c1b68651aa807c61d8e007fa025dd7b8beabe88ed","provider-metadata-required"
"ShoulderSurfing-Forge-1.20.1-4.22.3.jar","active","upstream-or-third-party","266767","8ab642327adfae6fe3ca92f49cf4afefedd88c420efa69942d1656359269e240","provider-metadata-required"
"smsn-forge-1.3.8-1.20.1.jar","active","upstream-or-third-party","127747","c32da056e8961752a42336e9e7775c6b3b16d22c0ea55ad6a58f4889028df893","provider-metadata-required"
"sound-physics-remastered-forge-1.20.1-1.5.1.jar","active","upstream-or-third-party","206984","591fa317c4e462039dae01967bf370acb284d5118cf5839a33f1d01b6c0def3c","provider-metadata-required"
"spark-1.10.53-forge.jar","active","upstream-or-third-party","3114590","eba275ba9bb0cb5b542913c3138c6eeff6a752898266d63d125d185f26ac99ed","provider-metadata-required"
"spiral_tower_village-0.0.2.jar.disabled","disabled","upstream-or-third-party","10661687","ede45922ce2ad41e5080f2956d180661853508256f3e3733100c0208c55bc2e2","provider-metadata-required"
"starlight-1.1.2+forge.1cda73c.jar","active","upstream-or-third-party","110583","e90763c86d362c7cb427dbb70e89985c11a882fdd69ae7d04ac2e23a106eb500","provider-metadata-required"
"structure_gel-1.20.1-2.16.2.jar","active","upstream-or-third-party","966028","1584a5aed31c0f63e53c29d53cf4e069cdabf358e785240cc500702dc5918e3e","provider-metadata-required"
"structure_layout_optimizer-forge-1.0.11.jar","active","upstream-or-third-party","246413","14bfc4b1e82ea24118402fccd90dffde45fa6d9e2238bfaa19a43b3fb88ee49c","provider-metadata-required"
"summoningrituals-forge-1.20.1-2.0.8.jar","active","upstream-or-third-party","218380","1941d866fafd467e9746a043eaee81b55db8fc22418e91da784b45ebebacd247","provider-metadata-required"
"super_golem-20.12.2.jar","active","upstream-or-third-party","2168184","6078ca8fd19984c95645afc61b86bd36a794d3679c9e96d95c27bd2777d551d5","provider-metadata-required"
"super_warden-20.13.0.jar","active","upstream-or-third-party","1089990","d6a5ca943ce726e5260132622c5c865fceb0c68b25b9ab1f01b130ffae1990b9","provider-metadata-required"
"supplementaries-1.20-3.1.42-forge.jar","active","upstream-or-third-party","13661432","f58c2a725336f263e94870347df116e0198d7a8c36a6f7bdf065c566b0248811","provider-metadata-required"
"swem-1.20.1-1.6.5.jar","active","upstream-or-third-party","11577131","f91cc74955d580f405db9110913b64e906251ab5471e2264d135f20124ec4a55","provider-metadata-required"
"sword_soaring-20.14.2.7-mc1.20.1-forge.jar","active","upstream-or-third-party","17018004","d6f3f97b12e985de9a76a0a2010ce7497181d6eaef039396335ece07127a1250","provider-metadata-required"
"Tab-Stats-1.20-1.0.5.jar","active","upstream-or-third-party","107129","d7bfb7d75a1807d7633a97de7e418f2d6ea54b1397085f90aa6026c97f9b759f","provider-metadata-required"
"TaxFreeLevels-1.4.14-forge-1.20.1.jar","active","upstream-or-third-party","223988","31d251c766a773ed4a10273b48ec3f9ea333149b183639b9833e7e89f6899b3c","provider-metadata-required"
"tcr_bosses-1.0.18-all.jar","active","local-or-patched","964924","7f4dec989e2ba17d2c573ed64f75d0c98a3b8ee37df04cb92d023dcce9aae27c","license-and-authorship-required"
"tcrcore-2.2.3.jar","active","local-or-patched","31642147","11e22bb92135760b1e0e4e5e839e59ad65d29b4a0d6688c2a4b9e5c08ad902fb","license-and-authorship-required"
"tcrmeshes-1.0.0.jar","active","local-or-patched","173664","2a22f47e917db3414e90ae40429dbd0b74e43fe6ce3788ad27fc565607270609","license-and-authorship-required"
"tectonic-forge-1.20.1-2.4.1.jar","active","upstream-or-third-party","349125","1e8a9f1c929ccea1adda609233dad8b52f0d44d73b5c73254bed92a8b0d0f992","provider-metadata-required"
"TerraBlender-forge-1.20.1-3.0.1.10.jar","active","upstream-or-third-party","107532","c109016f46ca9bdae69976bf080bbf2e8e5968cb66c0a78845f8ca6af5dbbeb1","provider-metadata-required"
"The-Harvest-1.20.1-1.1.3.jar","active","upstream-or-third-party","416897","3a597f85447f1ad69db6d89b401beadfc42ba740717b77803969ec48361d5f21","provider-metadata-required"
"tlc_forge-1.0.3-R-1.20.X.jar","active","upstream-or-third-party","713860","bb7da52ed3f577b7b1d16bd97951d1cc15552195cc494a7efe35d109198d9878","provider-metadata-required"
"Towns-and-Towers-1.12-Fabric+Forge.jar","active","upstream-or-third-party","2864275","9c8115af7109579da990249fdd67b38323a45be70f8a3a962b61da69c7021984","provider-metadata-required"
"TravelersTitles-1.20-Forge-4.0.2.jar","active","upstream-or-third-party","228191","e72bcce5e31ab2d5f09eff53697969b32e56c35801b3014e03d558b442b9d38b","provider-metadata-required"
"trek-B0.6.jar","active","upstream-or-third-party","25458242","78c27ae931278eca9e2fd86e73b08f44ff5962cac4d1a3f701a26c257d6e32ef","provider-metadata-required"
"tudigong-forge-1.20.1-1.3.5.jar.disabled","disabled","upstream-or-third-party","269285","472abde33c510d75ea9f034ee12f12126c419e2c04bd45e6c03f231d9c626ce8","provider-metadata-required"
"uniqueaccessories-1.3.3-forge-mc1.20.1.jar","active","upstream-or-third-party","521352","5e7db68e978cbafacf78bbaba9dbc058dab9417ff2da584d71d4220c2edfe0b1","provider-metadata-required"
"void_mns_prof_compat-0.0.1.jar","active","local-or-patched","7119","f971953a091fd5bbac08a481685439e61dd4db743a8c55ff742bb03a2fcf892e","license-and-authorship-required"
"waystones-forge-1.20.1-14.1.20.jar","active","upstream-or-third-party","533738","5ecc6535596b5954f6293224be6b35805c64f4d4aedc2b9e32d9508dd529cabd","provider-metadata-required"
"WeaponsOfMiracles-2.0.15-mc1.20.1-forge.jar","active","upstream-or-third-party","20276434","a208c7b74edf5d09c5a8696fcd3d5f646cdf7a72069c28bf6da62a8b00a96eed","provider-metadata-required"
"worldedit-mod-7.2.15.jar","active","upstream-or-third-party","5825402","17db6b3e94f52d25426684663e1e1846823cbb7907f1c365ac329e5bc7bfaf2c","provider-metadata-required"
"wraithon-forge1.20.1-1.1.11.jar","active","upstream-or-third-party","31054582","f059eda3cf27634323a1571bfb219ea8df2537ba6a199ecbf4dce26105ebebe0","provider-metadata-required"
"xaerominimap-forge-1.20.1-25.3.10.jar","active","upstream-or-third-party","2146522","dd118045c4daa8e27614f576d515ba5b07e4ccae060b6b1a536437f155879c7b","provider-metadata-required"
"xaeroworldmap-forge-1.20.1-1.40.11.jar","active","upstream-or-third-party","1388342","d41ea1366e36f79f1b38efb44920fa9354a929eee070c493bda60b0c5cc2b16a","provider-metadata-required"
"yet_another_config_lib_v3-3.6.6+1.20.1-forge.jar","active","upstream-or-third-party","1105891","bd05da3d9df29b914165583f1c6dfd918a138996447ff32c0418329824027a8f","provider-metadata-required"
"YungsApi-1.20-Forge-4.0.6.jar","active","upstream-or-third-party","370524","101c30d01d0cf9d86190f578eb1e43bd06b64092e95662a00ef52946f472c7b1","provider-metadata-required"
"YungsBetterEndIsland-1.20-Forge-2.0.6.jar","active","upstream-or-third-party","387111","05c2f43a67116f0bbca32d903b55ce1655b9319ed6554080de02bd1d0c232a83","provider-metadata-required"
"Zeta-1.0-31.jar","active","upstream-or-third-party","1006518","cd1786902a79434f8fd762d741019d9c8a79725fef7e30a89c153c934e1e6a9e","provider-metadata-required"
